Id,SalePrice,Mo Sold,Yr Sold,Overall Qual,Overall Cond,Gr Liv Area,Garage Area,Garage Cars,Total Bsmt SF,1st Flr SF,Year Built,Year Remod/Add,Mas Vnr Area,Full Bath,Garage Yr Blt,Bedroom AbvGr,Mas Vnr Area,TotRms AbvGrd,Fireplaces,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Lot Frontage,Open Porch SF,Wood Deck SF,Fence,Pool Area,MS Zoning,Alley,Central Air,Low Qual Fin SF,Exter Qual,Exter Cond,Bsmt Qual,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Kitchen Qual,Fireplace Qu,fine_neighbour,fine_garage_type,mv,garage_finish,zone1,zone2,Grvl,Pave,VinylSd1,VinylSd2,Pconc,reg_lot,np_bsmt_expo,sale_new,bsmtscore,garagescore
568,173733,6,2009,6,5,1224,528.0,2.0,612.0,612,2009,2009,76.0,2,2009.0,2,76.0,4,0,294.0,0.0,318.0,30.0,234,0,0,0,FV,Pave,0,0,4,3,4,5.0,0.5,5,4,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1629.0,396.0
1807,146000,6,2007,6,5,1100,0.0,0.0,1100.0,1100,2006,2007,0.0,1,0.0,3,0.0,6,0,0.0,0.0,1100.0,63.0,136,0,0,0,RL,0,0,0,3,3,4,0.5,0.5,5,3,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,550.0,0.0
129,172500,1,2010,6,6,1556,470.0,2.0,782.0,1019,1949,1950,340.0,2,1949.0,3,340.0,6,1,300.0,0.0,482.0,120.0,0,0,0,0,RL,0,0,0,3,4,3,2.0,0.5,3,3,4,0,1,1,0,1,0,0,0,0,0,0,1,1,0,841.0,235.0
2294,188000,9,2007,6,6,1356,528.0,2.0,1244.0,1356,1977,1977,0.0,2,1977.0,3,0.0,6,1,1148.0,0.0,96.0,0.0,0,1424,1,0,RL,0,0,0,3,3,4,5.0,0.5,3,3,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,5788.0,528.0
1860,181500,5,2007,6,8,1262,460.0,2.0,1262.0,1262,1976,1976,0.0,2,1976.0,3,0.0,6,1,978.0,0.0,284.0,80.0,0,298,0,0,RL,0,0,0,3,3,4,4.0,0.5,5,3,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4054.0,345.0
839,212000,4,2009,7,6,1661,550.0,2.0,799.0,827,1996,1996,0.0,2,1996.0,3,0.0,6,1,385.0,344.0,70.0,43.0,61,158,0,0,RL,0,0,0,4,3,4,5.0,4.0,5,4,3,0,1,0,0,1,0,0,0,1,1,1,0,0,0,3336.0,412.5
2349,188900,7,2006,7,5,1857,482.0,2.0,945.0,945,1978,1978,68.0,2,1978.0,4,68.0,8,1,0.0,0.0,945.0,81.0,105,400,1,0,RL,0,0,0,3,3,3,0.5,0.5,3,3,3,0,1,1,0,1,0,0,0,0,0,0,1,1,0,472.5,361.5
1903,64500,4,2007,3,3,666,0.0,0.0,666.0,666,1946,1950,0.0,1,0.0,2,0.0,4,0,299.0,0.0,367.0,50.0,52,0,1,0,RL,0,1,0,2,2,2,1.0,0.5,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,482.5,0.0
234,230000,5,2010,6,5,1981,522.0,2.0,1117.0,1117,1978,1992,288.0,2,1978.0,4,288.0,8,1,964.0,0.0,153.0,0.0,104,336,0,0,RL,0,0,0,3,3,4,4.0,0.5,5,4,3,0,1,1,1,1,0,0,0,1,1,1,0,0,0,3932.5,522.0
2172,122000,7,2007,5,6,1351,576.0,2.0,901.0,901,1925,1950,0.0,1,1975.0,3,0.0,7,1,130.0,105.0,666.0,74.0,0,0,0,0,RL,0,0,0,3,4,3,4.0,3.0,3,3,4,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1168.0,288.0
2588,133500,7,2006,5,5,1005,319.0,1.0,1005.0,1005,1956,1956,0.0,1,1956.0,2,0.0,6,1,488.0,0.0,517.0,65.0,0,0,0,0,RL,0,0,0,3,3,3,1.0,0.5,5,3,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,746.5,159.5
1289,256000,6,2008,6,7,2792,520.0,2.0,1510.0,1584,1920,1950,0.0,2,1920.0,5,0.0,8,2,493.0,0.0,1017.0,60.0,547,0,1,0,RM,Grvl,0,0,4,4,4,1.0,0.5,5,3,3,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1001.5,260.0
1596,129500,5,2008,5,7,1475,336.0,1.0,550.0,925,1976,1976,0.0,2,1976.0,4,0.0,6,1,318.0,0.0,232.0,41.0,26,92,0,0,RM,0,0,0,3,3,4,4.0,0.5,3,3,3,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1388.0,168.0
264,318000,5,2010,8,5,1978,850.0,3.0,1978.0,1978,2003,2003,320.0,2,2003.0,3,320.0,8,1,1682.0,0.0,296.0,80.0,25,188,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,4,0,1,1,0,1,0,0,0,1,0,1,1,1,0,8558.0,637.5
451,255900,7,2009,8,5,1606,871.0,3.0,1598.0,1606,2006,2006,383.0,2,2006.0,3,383.0,6,1,0.0,0.0,1598.0,70.0,60,230,0,0,RL,0,0,0,4,3,4,0.5,0.5,4,4,4,1,1,1,0,1,0,0,0,1,1,1,0,1,0,799.0,653.25
536,143500,8,2009,6,5,1158,0.0,0.0,1158.0,1158,2004,2004,0.0,1,0.0,3,0.0,5,0,0.0,0.0,1158.0,63.0,50,0,0,0,RL,0,0,0,3,3,4,0.5,0.5,5,4,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,579.0,0.0
43,259000,2,2010,8,5,1822,678.0,3.0,1822.0,1822,2005,2006,240.0,2,2005.0,3,240.0,8,1,28.0,0.0,1794.0,79.0,119,0,0,0,RL,0,0,0,4,3,5,5.0,0.5,5,5,4,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1037.0,508.5
2223,217000,10,2007,6,5,2259,450.0,2.0,1809.0,2259,1953,1953,184.0,2,1953.0,3,184.0,7,2,35.0,869.0,905.0,0.0,120,166,1,0,RL,0,0,0,3,4,4,4.0,2.0,3,4,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2330.5,225.0
2009,210000,5,2007,6,7,1635,440.0,2.0,1065.0,915,1923,1950,0.0,1,1950.0,3,0.0,6,1,300.0,0.0,765.0,70.0,38,0,0,0,RL,0,0,0,3,3,4,2.0,0.5,5,3,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,982.5,220.0
394,148500,8,2009,5,6,1002,902.0,2.0,1002.0,1002,1970,1970,76.0,1,1973.0,3,76.0,5,0,828.0,0.0,174.0,0.0,0,0,1,0,RL,0,0,0,3,3,3,3.0,0.5,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2571.0,451.0
1738,156932,3,2007,6,5,1412,432.0,2.0,616.0,616,2006,2007,0.0,2,2007.0,3,0.0,6,1,0.0,0.0,616.0,73.0,36,0,0,0,RL,0,0,0,3,3,4,0.5,0.5,5,4,4,0,1,0,1,1,0,0,0,1,1,1,0,1,1,308.0,432.0
1196,145000,11,2008,5,5,1728,576.0,2.0,1728.0,1728,1965,1965,0.0,2,1987.0,6,0.0,10,0,0.0,0.0,1728.0,72.0,0,0,0,0,RL,0,0,0,3,3,3,0.5,0.5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,864.0,288.0
828,200000,5,2009,7,5,1290,662.0,2.0,1282.0,1290,2007,2007,0.0,2,2007.0,2,0.0,6,1,902.0,0.0,380.0,64.0,0,168,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,4,0,1,0,0,1,0,0,0,1,1,1,1,0,0,4700.0,496.5
1694,450000,8,2007,10,5,2046,878.0,3.0,1994.0,2046,2005,2006,400.0,2,2005.0,2,400.0,7,2,1430.0,0.0,564.0,105.0,65,188,0,0,RL,0,0,0,5,3,5,5.0,0.5,5,5,4,1,1,1,1,1,0,0,0,1,1,1,1,0,0,7432.0,878.0
571,172500,3,2009,6,5,1471,440.0,2.0,729.0,742,1999,1999,894.0,2,1999.0,3,894.0,6,0,381.0,0.0,348.0,34.0,24,0,0,0,FV,Pave,0,0,3,3,4,5.0,0.5,4,3,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,2079.0,220.0
1192,240000,6,2008,6,7,2614,624.0,2.0,1522.0,1548,1974,1997,0.0,2,1974.0,4,0.0,9,1,956.0,182.0,384.0,90.0,243,38,0,0,RL,0,0,0,3,3,3,4.0,2.0,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,4380.0,468.0
1806,340000,12,2007,8,5,2466,610.0,2.0,1580.0,1580,2004,2005,0.0,3,2004.0,4,0.0,8,1,0.0,0.0,1580.0,102.0,214,159,0,0,FV,0,0,0,4,3,4,0.5,0.5,5,4,4,0,1,0,0,1,0,0,0,1,0,1,0,1,0,790.0,457.5
962,201000,7,2009,8,5,1466,610.0,3.0,1466.0,1466,2007,2007,0.0,2,2007.0,3,0.0,7,0,16.0,0.0,1450.0,73.0,18,100,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,805.0,610.0
2142,122000,1,2007,5,6,969,440.0,2.0,969.0,969,1975,1975,0.0,1,1975.0,3,0.0,5,0,716.0,0.0,253.0,120.0,0,0,1,0,RL,0,0,0,3,3,3,3.0,0.5,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2274.5,220.0
1648,213000,9,2007,7,6,1664,663.0,2.0,1529.0,1664,1978,1985,67.0,2,1978.0,3,67.0,7,1,1328.0,0.0,201.0,93.0,0,0,0,0,RL,0,0,0,3,3,4,5.0,0.5,3,4,3,0,1,1,1,1,0,0,0,0,0,0,1,1,0,6740.5,663.0
618,175000,4,2009,6,5,1691,550.0,2.0,1680.0,1691,1967,1967,0.0,1,1967.0,2,0.0,5,0,1173.0,0.0,507.0,90.0,67,0,1,0,RL,0,0,0,4,3,3,2.0,0.5,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2599.5,275.0
2108,195400,9,2007,7,5,1208,628.0,2.0,1208.0,1208,2007,2007,108.0,2,2007.0,2,108.0,6,0,664.0,0.0,544.0,64.0,54,105,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,3592.0,471.0
772,113500,4,2009,5,6,1052,668.0,1.0,1052.0,1052,1967,1967,172.0,1,1984.0,3,172.0,6,1,527.0,0.0,525.0,75.0,215,0,0,0,RL,0,0,0,3,3,3,3.0,0.5,3,3,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1843.5,668.0
2672,140200,10,2006,6,5,1577,312.0,1.0,972.0,972,1939,1950,0.0,1,1939.0,3,0.0,6,1,0.0,0.0,972.0,65.0,0,0,0,0,RL,0,0,0,3,3,3,0.5,0.5,4,2,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,486.0,156.0
2492,116000,11,2006,5,6,909,294.0,1.0,882.0,909,1968,1968,90.0,1,1968.0,3,90.0,5,0,162.0,270.0,450.0,65.0,155,0,1,0,RL,0,0,0,3,3,3,3.0,2.0,3,3,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1251.0,147.0
2903,359900,9,2006,9,5,1838,682.0,3.0,1838.0,1838,2005,2006,382.0,2,2005.0,3,382.0,9,1,1455.0,0.0,383.0,88.0,225,161,0,0,RL,0,0,0,5,3,4,5.0,0.5,5,5,4,0,1,1,1,1,0,0,0,1,1,1,1,0,1,7466.5,682.0
2783,157500,12,2006,6,6,1388,317.0,1.0,675.0,686,1977,1977,62.0,1,1977.0,3,62.0,6,0,509.0,0.0,166.0,50.0,36,406,0,0,RL,0,0,0,3,3,4,5.0,0.5,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2628.0,158.5
786,190000,11,2009,5,5,1867,303.0,1.0,1617.0,1867,1955,1993,0.0,1,1955.0,2,0.0,7,3,379.0,768.0,470.0,0.0,0,476,1,0,RL,0,0,0,4,3,3,1.0,3.0,5,3,4,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2918.0,303.0
740,100000,10,2009,5,5,1301,440.0,2.0,1145.0,1301,1924,1950,0.0,1,1965.0,2,0.0,5,0,405.0,0.0,740.0,60.0,0,0,0,0,RM,0,0,0,3,3,3,1.0,0.5,3,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,775.0,220.0
2546,160000,3,2006,6,6,1251,461.0,1.0,1251.0,1251,1964,1964,425.0,1,1964.0,3,425.0,6,2,553.0,0.0,698.0,80.0,116,0,1,0,RL,0,0,0,3,3,3,3.0,0.5,3,3,4,0,1,1,0,1,0,0,0,0,0,0,1,1,0,2008.0,345.75
851,203000,4,2009,7,5,1444,577.0,2.0,1431.0,1444,2002,2001,68.0,2,2002.0,3,68.0,6,0,1259.0,0.0,172.0,65.0,40,144,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,6381.0,432.75
1833,302000,6,2007,8,5,2810,750.0,2.0,1453.0,1453,1990,1990,336.0,2,1990.0,4,336.0,9,1,482.0,0.0,971.0,0.0,0,500,0,0,RL,0,0,0,4,3,5,5.0,0.5,5,4,5,1,1,1,0,1,0,0,0,0,0,1,0,1,0,2895.5,562.5
76,143000,5,2010,6,5,923,264.0,1.0,923.0,923,1980,1980,0.0,2,1980.0,2,0.0,5,1,543.0,119.0,261.0,50.0,0,80,0,0,RL,0,0,0,3,3,4,3.0,3.0,3,3,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2116.5,198.0
2151,267000,5,2007,8,5,2452,683.0,2.0,1028.0,1210,1998,1999,0.0,2,1998.0,4,0.0,9,1,281.0,0.0,747.0,66.0,50,208,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,3,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1778.5,683.0
1880,103000,4,2007,4,5,1224,530.0,3.0,0.0,1224,1964,1964,0.0,2,1964.0,2,0.0,8,0,0.0,0.0,0.0,0.0,0,0,0,0,RL,0,1,0,3,3,0,0.0,0.0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,265.0
2907,153500,3,2006,6,5,1337,405.0,2.0,1237.0,1337,1998,1998,443.0,2,1998.0,2,443.0,5,0,1201.0,0.0,36.0,32.0,199,0,0,0,RM,0,0,0,3,4,5,5.0,0.5,5,3,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,6023.0,405.0
1831,171000,1,2007,5,5,1701,611.0,2.0,1390.0,1701,1975,1981,0.0,2,1975.0,3,0.0,6,2,1390.0,0.0,0.0,0.0,0,0,0,0,RL,0,0,0,3,3,4,4.0,0.5,3,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5560.0,611.0
2836,107000,5,2006,4,5,1669,288.0,1.0,1093.0,1093,1924,1950,0.0,1,1924.0,4,0.0,9,0,0.0,0.0,1093.0,62.0,0,0,0,0,RL,0,1,0,3,3,3,0.5,0.5,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,546.5,144.0
1955,128500,8,2007,6,6,952,288.0,1.0,952.0,952,1968,1968,86.0,1,1968.0,3,86.0,5,0,952.0,0.0,0.0,66.0,0,0,0,0,RL,0,0,0,3,3,3,2.0,0.5,4,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1904.0,144.0
1926,116000,4,2007,5,5,922,308.0,1.0,922.0,922,1957,1957,0.0,1,1957.0,2,0.0,5,0,512.0,0.0,410.0,72.0,34,0,1,0,RL,0,0,0,3,3,3,2.0,0.5,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1229.0,154.0
2924,160000,5,2006,5,5,1126,484.0,2.0,1126.0,1126,1977,1977,0.0,2,1977.0,3,0.0,5,1,936.0,0.0,190.0,80.0,41,295,0,0,RL,0,0,0,3,3,3,4.0,0.5,2,3,4,0,1,0,0,1,0,0,0,1,1,0,1,1,0,3839.0,363.0
1003,180000,8,2008,8,5,1280,506.0,2.0,1280.0,1280,1992,1992,0.0,2,1992.0,2,0.0,5,0,0.0,0.0,1280.0,39.0,82,0,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,640.0,379.5
1667,133000,10,2007,5,5,914,368.0,1.0,914.0,914,1970,2002,32.0,1,1970.0,3,32.0,5,0,81.0,619.0,214.0,66.0,0,120,0,0,RL,0,0,0,3,3,3,4.0,5.0,5,5,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,3526.0,276.0
2905,215000,11,2006,7,5,1368,784.0,4.0,1288.0,1368,1997,1997,200.0,2,1997.0,2,200.0,8,0,1243.0,0.0,45.0,78.0,48,0,0,0,RM,0,0,0,3,4,4,5.0,0.5,4,3,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,6237.5,784.0
921,177500,11,2009,6,7,1494,213.0,1.0,771.0,753,1942,1950,0.0,1,1942.0,3,0.0,7,2,547.0,0.0,224.0,0.0,0,0,0,0,RL,0,0,0,3,3,3,3.0,0.5,2,4,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1753.0,106.5
1780,215000,1,2007,8,5,1534,484.0,2.0,1524.0,1534,2006,2006,248.0,2,2006.0,3,248.0,7,1,28.0,0.0,1496.0,76.0,46,168,0,0,RL,0,0,0,4,3,4,5.0,0.5,4,4,4,0,1,1,1,1,0,0,0,1,1,1,1,0,0,888.0,484.0
746,150000,2,2009,5,6,1582,250.0,1.0,952.0,994,1938,1950,0.0,2,1938.0,3,0.0,6,1,273.0,0.0,679.0,51.0,0,189,0,0,RM,0,0,0,3,3,3,1.0,0.5,3,3,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,612.5,125.0
254,320000,5,2010,7,5,3222,594.0,3.0,1673.0,1699,1990,1990,0.0,3,1990.0,5,0.0,11,2,1470.0,0.0,203.0,90.0,0,367,0,0,RL,0,0,0,3,3,4,5.0,0.5,4,4,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,7451.5,297.0
606,167000,2,2009,6,6,1516,472.0,2.0,1516.0,1516,1964,1964,180.0,1,1964.0,3,180.0,6,0,196.0,345.0,975.0,100.0,0,0,0,0,RL,0,0,0,3,3,3,2.0,3.0,3,3,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1914.5,354.0
2703,125000,6,2006,5,7,1032,260.0,1.0,0.0,1032,1935,1950,0.0,1,1939.0,2,0.0,6,1,0.0,0.0,0.0,55.0,0,0,0,0,RL,0,1,0,3,3,0,0.0,0.0,3,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,130.0
1306,65000,12,2008,3,1,1588,0.0,0.0,448.0,1588,1949,1992,0.0,2,0.0,5,0.0,6,0,0.0,0.0,448.0,103.0,0,0,1,0,RM,0,0,0,3,3,2,0.5,0.5,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,224.0,0.0
2102,200141,10,2007,7,5,1316,440.0,2.0,1316.0,1316,2007,2007,0.0,2,2007.0,3,0.0,6,1,0.0,0.0,1316.0,103.0,20,0,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,4,0,1,0,1,1,0,0,0,1,1,1,0,0,1,658.0,440.0
1784,235876,9,2007,7,5,1528,480.0,2.0,1528.0,1528,2007,2007,0.0,3,2007.0,3,0.0,6,1,0.0,0.0,1528.0,85.0,228,0,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,3,0,1,0,0,1,0,0,0,1,1,1,1,1,1,764.0,240.0
941,123000,12,2009,5,6,2168,576.0,2.0,760.0,928,1900,1993,0.0,2,1998.0,5,0.0,11,0,0.0,0.0,760.0,50.0,160,467,0,0,RM,0,1,1,3,3,3,0.5,0.5,5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,380.0,288.0
2699,137500,6,2006,5,5,1422,288.0,1.0,806.0,1081,1951,1951,41.0,1,1951.0,3,41.0,7,1,329.0,0.0,477.0,82.0,0,0,1,0,RL,0,0,0,3,2,3,3.0,0.5,3,3,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1225.5,144.0
2127,123600,8,2007,4,5,990,0.0,0.0,990.0,990,1994,1995,0.0,1,0.0,3,0.0,5,0,588.0,0.0,402.0,60.0,0,0,0,0,RL,0,0,0,3,3,4,5.0,0.5,5,3,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,3141.0,0.0
2607,160000,12,2006,6,5,1324,440.0,2.0,1088.0,1324,1965,1965,101.0,2,1965.0,3,101.0,6,1,643.0,0.0,445.0,84.0,138,0,1,0,RL,0,0,0,3,3,3,2.0,0.5,5,3,3,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1508.5,330.0
1754,181000,11,2007,6,5,1690,463.0,2.0,924.0,948,2000,2000,0.0,2,2000.0,3,0.0,7,1,0.0,0.0,924.0,0.0,48,100,0,0,RL,0,0,0,3,3,4,0.5,0.5,5,3,3,0,1,0,0,1,0,0,0,1,1,1,1,1,0,462.0,347.25
1367,125000,6,2008,5,7,825,720.0,2.0,825.0,825,1955,1995,0.0,1,1963.0,2,0.0,4,0,180.0,645.0,0.0,49.0,50,140,1,0,RM,0,0,0,3,4,3,1.0,2.0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1470.0,540.0
580,154000,5,2009,6,6,1556,441.0,2.0,727.0,829,1968,1968,0.0,1,1968.0,4,0.0,8,0,298.0,0.0,429.0,78.0,0,0,0,0,RL,0,0,0,3,3,3,2.0,0.5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,810.5,220.5
341,231000,3,2010,6,5,1797,616.0,2.0,1152.0,1152,1993,1994,0.0,2,1993.0,3,0.0,7,1,944.0,0.0,208.0,74.0,312,162,0,0,RL,0,0,0,4,4,4,5.0,0.5,5,4,2,0,1,0,1,1,0,0,0,1,1,1,1,0,0,4824.0,616.0
26,142000,7,2010,5,6,1056,304.0,1.0,1056.0,1056,1968,1968,0.0,1,1968.0,3,0.0,6,1,775.0,0.0,281.0,65.0,85,0,0,0,RL,0,0,0,3,3,3,3.0,0.5,5,3,2,0,1,0,0,1,0,0,0,1,1,0,1,1,0,2465.5,152.0
2667,475000,6,2006,10,9,3608,840.0,3.0,1107.0,1518,1892,1993,0.0,2,1993.0,4,0.0,12,2,0.0,0.0,1107.0,90.0,260,0,1,0,RM,0,0,1,4,4,3,0.5,0.5,5,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,553.5,420.0
2884,375000,2,2006,8,5,1778,495.0,2.0,1573.0,1778,2005,2006,473.0,2,2005.0,2,473.0,5,1,1573.0,0.0,0.0,41.0,53,123,0,0,RM,0,0,0,4,3,5,5.0,0.5,5,5,4,0,1,1,1,0,1,0,0,1,0,1,0,0,1,7865.0,495.0
28,115000,4,2010,4,5,864,0.0,0.0,864.0,864,1971,1971,0.0,1,0.0,3,0.0,5,1,432.0,0.0,432.0,70.0,0,0,0,0,RL,0,0,0,3,3,3,4.0,0.5,3,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1944.0,0.0
531,185000,10,2009,7,5,1221,400.0,2.0,1221.0,1221,2004,2005,0.0,2,2004.0,2,0.0,6,0,410.0,0.0,811.0,62.0,113,0,0,0,FV,Pave,0,0,4,3,4,5.0,0.5,5,4,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,2455.5,300.0
2189,108500,8,2007,6,8,865,216.0,1.0,660.0,740,1920,1995,0.0,1,1920.0,2,0.0,4,1,144.0,278.0,238.0,62.0,0,0,0,0,RL,0,0,0,3,3,3,1.0,4.0,3,3,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1375.0,108.0
2508,147400,7,2006,7,5,1223,480.0,2.0,600.0,520,2005,2005,0.0,2,2005.0,2,0.0,4,0,0.0,0.0,600.0,24.0,166,0,0,0,FV,Pave,0,1,4,3,4,0.5,0.5,5,4,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,300.0,360.0
573,156000,9,2009,7,5,1452,506.0,2.0,691.0,713,1999,1999,218.0,2,1999.0,3,218.0,6,0,549.0,0.0,142.0,35.0,34,0,0,0,FV,0,0,0,4,3,4,5.0,0.5,5,4,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,2816.0,253.0
1363,120000,4,2008,5,6,1308,400.0,2.0,880.0,880,1915,1978,0.0,2,1950.0,2,0.0,6,0,0.0,0.0,880.0,0.0,0,0,0,0,RM,Grvl,0,0,3,2,3,0.5,0.5,4,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,440.0,200.0
487,167000,5,2009,7,5,1374,400.0,2.0,384.0,744,2004,2004,0.0,2,2004.0,3,0.0,7,0,241.0,113.0,30.0,61.0,0,0,0,0,RL,0,0,0,4,3,4,5.0,2.0,5,4,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1446.0,400.0
1083,191000,5,2008,7,5,1504,437.0,2.0,1346.0,1504,2005,2006,14.0,2,2005.0,2,14.0,7,1,16.0,0.0,1330.0,43.0,20,156,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,4,0,1,1,1,1,0,0,0,1,1,1,1,1,0,745.0,437.0
1620,161500,3,2007,6,5,1384,390.0,2.0,384.0,754,1997,1997,0.0,2,1997.0,3,0.0,7,1,0.0,0.0,384.0,56.0,0,0,0,0,RL,0,0,0,3,3,4,0.5,0.5,4,3,3,0,1,0,1,1,0,0,0,1,1,1,0,1,0,192.0,390.0
1929,130000,6,2007,5,6,1411,310.0,1.0,1204.0,1411,1955,1975,0.0,1,1955.0,3,0.0,7,1,780.0,0.0,424.0,70.0,82,278,0,0,RL,0,0,0,3,3,3,2.0,0.5,3,3,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1772.0,232.5
1820,132500,7,2007,5,6,970,624.0,2.0,970.0,970,1963,1963,0.0,1,1996.0,2,0.0,5,0,630.0,0.0,340.0,80.0,24,0,0,0,RL,0,0,0,3,3,3,5.0,0.5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3320.0,312.0
1398,144000,6,2008,5,8,904,912.0,3.0,864.0,904,1970,1970,0.0,1,1979.0,3,0.0,5,0,704.0,0.0,160.0,0.0,0,143,1,0,RL,0,0,0,3,4,4,4.0,0.5,5,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2896.0,456.0
2177,141000,2,2007,5,6,2233,579.0,2.0,0.0,1100,1979,1979,0.0,2,1979.0,5,0.0,11,0,0.0,0.0,0.0,0.0,0,0,0,0,RL,0,0,0,3,3,0,0.0,0.0,3,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,579.0
2144,117000,10,2007,4,8,875,728.0,2.0,385.0,875,1972,2006,0.0,1,1975.0,3,0.0,5,0,385.0,0.0,0.0,60.0,0,352,0,0,RL,0,0,0,3,4,3,2.0,0.5,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,770.0,364.0
2697,84500,6,2006,6,8,754,0.0,0.0,520.0,520,1935,1982,0.0,1,0.0,2,0.0,5,0,490.0,0.0,30.0,60.0,0,53,0,0,RM,0,1,1,3,2,3,5.0,0.5,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2465.0,0.0
1403,256000,3,2008,4,6,1663,529.0,2.0,1364.0,1663,1954,1994,0.0,1,1954.0,2,0.0,6,2,1116.0,0.0,248.0,0.0,137,224,0,0,RL,0,0,0,3,3,4,3.0,0.5,5,4,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3472.0,529.0
